chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
33612ref3,2820,8561,JUNC00000142,1,-,2820,8561,255;0;0,2,53,98,0,5643,2873,8463,5590,0
33612ref3,4580,10300,JUNC00000179,3,+,4580,10300,255;0;0,2,141,17,0,5703,4721,10283,5562,0
33612ref3,1776,7562,JUNC00000103,3,+,1776,7562,255;0;0,2,109,144,0,5642,1885,7418,5533,0
33612ref3,976,6738,JUNC00000050,9,+,976,6738,255;0;0,2,119,134,0,5628,1095,6604,5509,0
33612ref3,4715,10355,JUNC00000184,1,+,4715,10355,255;0;0,2,50,101,0,5539,4765,10254,5489,0
33612ref3,2975,8589,JUNC00000147,2,-,2975,8589,255;0;0,2,92,83,0,5531,3067,8506,5439,0
33612ref3,4579,10265,JUNC00000182,8,+,4579,10265,255;0;0,2,145,123,0,5563,4724,10142,5418,0
33612ref3,3293,8922,JUNC00000154,11,+,3293,8922,255;0;0,2,93,147,0,5482,3386,8775,5389,0
33612ref3,2631,8052,JUNC00000136,2,+,2631,8052,255;0;0,2,140,45,0,5376,2771,8007,5236,0
33612ref3,3927,9241,JUNC00000164,2,-,3927,9241,255;0;0,2,63,129,0,5185,3990,9112,5122,0
33612ref3,1045,6236,JUNC00000046,3,-,1045,6236,255;0;0,2,23,146,0,5045,1068,6090,5022,0
33612ref3,973,6195,JUNC00000062,9,+,973,6195,255;0;0,2,149,144,0,5078,1122,6051,4929,0
33612ref3,5230,10248,JUNC00000194,1,-,5230,10248,255;0;0,2,45,106,0,4912,5275,10142,4867,0
33612ref3,1260,6174,JUNC00000085,1,-,1260,6174,255;0;0,2,103,48,0,4866,1363,6126,4763,0
33612ref3,1358,6233,JUNC00000089,2,+,1358,6233,255;0;0,2,25,127,0,4748,1383,6106,4723,0
33612ref3,4203,9182,JUNC00000171,6,-,4203,9182,255;0;0,2,147,150,0,4829,4350,9032,4682,0
33612ref3,896,5754,JUNC00000031,6,-,896,5754,255;0;0,2,111,118,0,4740,1007,5636,4629,0
33612ref3,1855,6702,JUNC00000109,9,+,1855,6702,255;0;0,2,149,149,0,4698,2004,6553,4549,0
33612ref3,4437,9088,JUNC00000174,1,-,4437,9088,255;0;0,2,62,89,0,4562,4499,8999,4500,0
33612ref3,974,5670,JUNC00000061,1498,+,974,5670,255;0;0,2,148,83,0,4613,1122,5587,4465,0
33612ref3,3313,8064,JUNC00000157,46,-,3313,8064,255;0;0,2,143,148,0,4603,3456,7916,4460,0
33612ref3,4529,9082,JUNC00000176,14,+,4529,9082,255;0;0,2,37,142,0,4411,4566,8940,4374,0
33612ref3,4773,9130,JUNC00000186,5,-,4773,9130,255;0;0,2,52,143,0,4214,4825,8987,4162,0
33612ref3,4641,8947,JUNC00000178,3,+,4641,8947,255;0;0,2,24,127,0,4179,4665,8820,4155,0
33612ref3,4759,9102,JUNC00000185,23,+,4759,9102,255;0;0,2,50,146,0,4197,4809,8956,4147,0
33612ref3,5868,10182,JUNC00000200,20,+,5868,10182,255;0;0,2,144,27,0,4287,6012,10155,4143,0
33612ref3,1857,6115,JUNC00000105,1,-,1857,6115,255;0;0,2,124,27,0,4231,1981,6088,4107,0
33612ref3,1857,6252,JUNC00000110,6,+,1857,6252,255;0;0,2,150,149,0,4246,2007,6103,4096,0
33612ref3,6025,10263,JUNC00000205,5,+,6025,10263,255;0;0,2,146,9,0,4229,6171,10254,4083,0
33612ref3,3332,7645,JUNC00000158,26,+,3332,7645,255;0;0,2,149,117,0,4196,3481,7528,4047,0
33612ref3,979,5173,JUNC00000068,124,+,979,5173,255;0;0,2,148,9,0,4185,1127,5164,4037,0
33612ref3,1045,5242,JUNC00000045,4,-,1045,5242,255;0;0,2,23,145,0,4052,1068,5097,4029,0
33612ref3,3781,8034,JUNC00000159,229,+,3781,8034,255;0;0,2,77,149,0,4104,3858,7885,4027,0
33612ref3,446,4622,JUNC00000014,2,-,446,4622,255;0;0,2,149,34,0,4142,595,4588,3993,0
33612ref3,974,5113,JUNC00000060,13,+,974,5113,255;0;0,2,148,72,0,4067,1122,5041,3919,0
33612ref3,602,4701,JUNC00000019,8,+,602,4701,255;0;0,2,128,146,0,3953,730,4555,3825,0
33612ref3,464,4568,JUNC00000016,5,+,464,4568,255;0;0,2,149,150,0,3954,613,4418,3805,0
33612ref3,1261,5146,JUNC00000084,1,-,1261,5146,255;0;0,2,102,49,0,3836,1363,5097,3734,0
33612ref3,4790,8651,JUNC00000187,6,+,4790,8651,255;0;0,2,52,105,0,3756,4842,8546,3704,0
33612ref3,6251,10069,JUNC00000213,3,+,6251,10069,255;0;0,2,51,99,0,3719,6302,9970,3668,0
33612ref3,3996,7802,JUNC00000165,2,+,3996,7802,255;0;0,2,45,106,0,3700,4041,7696,3655,0
33612ref3,974,4911,JUNC00000059,1668,+,974,4911,255;0;0,2,148,146,0,3791,1122,4765,3643,0
33612ref3,2501,6243,JUNC00000123,1,+,2501,6243,255;0;0,2,42,92,0,3650,2543,6151,3608,0
33612ref3,1942,5647,JUNC00000106,3,+,1942,5647,255;0;0,2,42,60,0,3645,1984,5587,3603,0
33612ref3,2434,6270,JUNC00000127,3,+,2434,6270,255;0;0,2,144,89,0,3747,2578,6181,3603,0
33612ref3,1077,4944,JUNC00000075,11,+,1077,4944,255;0;0,2,147,135,0,3732,1224,4809,3585,0
33612ref3,1446,5160,JUNC00000097,3,+,1446,5160,255;0;0,2,149,138,0,3576,1595,5022,3427,0
33612ref3,6582,10275,JUNC00000218,2,-,6582,10275,255;0;0,2,147,149,0,3544,6729,10126,3397,0
33612ref3,506,4060,JUNC00000013,16,-,506,4060,255;0;0,2,80,150,0,3404,586,3910,3324,0
33612ref3,4268,7764,JUNC00000170,3,-,4268,7764,255;0;0,2,29,150,0,3346,4297,7614,3317,0
33612ref3,1003,4466,JUNC00000035,17,+,1003,4466,255;0;0,2,12,145,0,3318,1015,4321,3306,0
33612ref3,4578,8067,JUNC00000177,3,+,4578,8067,255;0;0,2,87,145,0,3344,4665,7922,3257,0
33612ref3,2669,6057,JUNC00000139,29,-,2669,6057,255;0;0,2,147,35,0,3353,2816,6022,3206,0
33612ref3,2629,6076,JUNC00000135,22,+,2629,6076,255;0;0,2,142,133,0,3314,2771,5943,3172,0
33612ref3,2436,5827,JUNC00000129,4,+,2436,5827,255;0;0,2,148,149,0,3242,2584,5678,3094,0
33612ref3,4484,7702,JUNC00000175,4,-,4484,7702,255;0;0,2,71,146,0,3072,4555,7556,3001,0
33612ref3,3126,6181,JUNC00000148,2,+,3126,6181,255;0;0,2,10,75,0,2980,3136,6106,2970,0
33612ref3,6110,9300,JUNC00000208,2,+,6110,9300,255;0;0,2,96,149,0,3041,6206,9151,2945,0
33612ref3,976,4098,JUNC00000058,10,+,976,4098,255;0;0,2,146,124,0,2998,1122,3974,2852,0
33612ref3,962,4111,JUNC00000056,31,+,962,4111,255;0;0,2,149,150,0,2999,1111,3961,2850,0
33612ref3,6133,9238,JUNC00000211,3,+,6133,9238,255;0;0,2,122,150,0,2955,6255,9088,2833,0
33612ref3,6057,9125,JUNC00000204,8,+,6057,9125,255;0;0,2,114,148,0,2920,6171,8977,2806,0
33612ref3,3317,6250,JUNC00000153,1,+,3317,6250,255;0;0,2,69,69,0,2864,3386,6181,2795,0
33612ref3,2240,5140,JUNC00000115,13,+,2240,5140,255;0;0,2,145,27,0,2873,2385,5113,2728,0
33612ref3,1032,3919,JUNC00000048,2,+,1032,3919,255;0;0,2,51,123,0,2764,1083,3796,2713,0
33612ref3,3361,6201,JUNC00000156,14,+,3361,6201,255;0;0,2,33,144,0,2696,3394,6057,2663,0
33612ref3,4579,7460,JUNC00000181,15,+,4579,7460,255;0;0,2,145,75,0,2806,4724,7385,2661,0
33612ref3,322,3210,JUNC00000007,110,+,322,3210,255;0;0,2,149,102,0,2786,471,3108,2637,0
33612ref3,5022,7867,JUNC00000188,2,-,5022,7867,255;0;0,2,75,145,0,2700,5097,7722,2625,0
33612ref3,5005,7849,JUNC00000193,16,+,5005,7849,255;0;0,2,146,150,0,2694,5151,7699,2548,0
33612ref3,7789,10460,JUNC00000239,1,+,7789,10460,255;0;0,2,68,83,0,2588,7857,10377,2520,0
33612ref3,512,3032,JUNC00000012,23,+,512,3032,255;0;0,2,59,148,0,2372,571,2884,2313,0
33612ref3,6603,9089,JUNC00000219,15,+,6603,9089,255;0;0,2,146,112,0,2374,6749,8977,2228,0
33612ref3,5712,8056,JUNC00000196,1,-,5712,8056,255;0;0,2,21,130,0,2214,5733,7926,2193,0
33612ref3,331,2782,JUNC00000009,2172,-,331,2782,255;0;0,2,150,149,0,2302,481,2633,2152,0
33612ref3,323,2664,JUNC00000006,99,+,323,2664,255;0;0,2,148,147,0,2194,471,2517,2046,0
33612ref3,923,3192,JUNC00000034,11,+,923,3192,255;0;0,2,92,145,0,2124,1015,3047,2032,0
33612ref3,1850,4177,JUNC00000107,4,-,1850,4177,255;0;0,2,145,150,0,2177,1995,4027,2032,0
33612ref3,907,3026,JUNC00000039,2,+,907,3026,255;0;0,2,114,37,0,2082,1021,2989,1968,0
33612ref3,933,3148,JUNC00000047,7,+,933,3148,255;0;0,2,150,150,0,2065,1083,2998,1915,0
33612ref3,7551,9637,JUNC00000232,12,+,7551,9637,255;0;0,2,148,50,0,2036,7699,9587,1888,0
33612ref3,973,3143,JUNC00000057,56,+,973,3143,255;0;0,2,149,145,0,2025,1122,2998,1876,0
33612ref3,6994,9103,JUNC00000221,29,+,6994,9103,255;0;0,2,101,147,0,1962,7095,8956,1861,0
33612ref3,3047,5047,JUNC00000150,35,+,3047,5047,255;0;0,2,149,25,0,1975,3196,5022,1826,0
33612ref3,2404,4351,JUNC00000118,8,-,2404,4351,255;0;0,2,29,148,0,1799,2433,4203,1770,0
33612ref3,8385,10302,JUNC00000250,1,+,8385,10302,255;0;0,2,103,48,0,1869,8488,10254,1766,0
33612ref3,7089,9125,JUNC00000222,189,+,7089,9125,255;0;0,2,144,148,0,1888,7233,8977,1744,0
33612ref3,6616,8504,JUNC00000217,2,-,6616,8504,255;0;0,2,41,110,0,1778,6657,8394,1737,0
33612ref3,2658,4665,JUNC00000138,6,+,2658,4665,255;0;0,2,148,149,0,1858,2806,4516,1710,0
33612ref3,3294,5194,JUNC00000155,3,+,3294,5194,255;0;0,2,100,142,0,1758,3394,5052,1658,0
33612ref3,1037,2802,JUNC00000044,6,+,1037,2802,255;0;0,2,23,150,0,1615,1060,2652,1592,0
33612ref3,6033,7845,JUNC00000206,10,+,6033,7845,255;0;0,2,148,146,0,1666,6181,7699,1518,0
33612ref3,5071,6712,JUNC00000191,1,-,5071,6712,255;0;0,2,59,92,0,1549,5130,6620,1490,0
33612ref3,6189,7827,JUNC00000214,4,+,6189,7827,255;0;0,2,116,35,0,1603,6305,7792,1487,0
33612ref3,890,2577,JUNC00000041,2,+,890,2577,255;0;0,2,148,89,0,1598,1038,2488,1450,0
33612ref3,6140,7811,JUNC00000209,7,+,6140,7811,255;0;0,2,109,150,0,1521,6249,7661,1412,0
33612ref3,1163,2835,JUNC00000078,12,-,1163,2835,255;0;0,2,117,145,0,1527,1280,2690,1410,0
33612ref3,4716,6263,JUNC00000180,3,+,4716,6263,255;0;0,2,8,147,0,1400,4724,6116,1392,0
33612ref3,1274,2814,JUNC00000079,1,+,1274,2814,255;0;0,2,34,117,0,1423,1308,2697,1389,0
33612ref3,4189,5682,JUNC00000169,1,-,4189,5682,255;0;0,2,108,43,0,1450,4297,5639,1342,0
33612ref3,910,2541,JUNC00000042,10,+,910,2541,255;0;0,2,145,148,0,1483,1055,2393,1338,0
33612ref3,6223,7616,JUNC00000212,2,+,6223,7616,255;0;0,2,79,104,0,1289,6302,7512,1210,0
33612ref3,6287,7643,JUNC00000215,4,+,6287,7643,255;0;0,2,25,121,0,1235,6312,7522,1210,0
33612ref3,8914,10240,JUNC00000258,1,+,8914,10240,255;0;0,2,63,88,0,1238,8977,10152,1175,0
33612ref3,7661,9101,JUNC00000235,7,+,7661,9101,255;0;0,2,149,145,0,1295,7810,8956,1146,0
33612ref3,7766,9063,JUNC00000237,3,+,7766,9063,255;0;0,2,74,77,0,1220,7840,8986,1146,0
33612ref3,7789,8953,JUNC00000236,2,+,7789,8953,255;0;0,2,24,124,0,1040,7813,8829,1016,0
33612ref3,5062,6227,JUNC00000190,1,-,5062,6227,255;0;0,2,68,83,0,1082,5130,6144,1014,0
33612ref3,4983,6163,JUNC00000189,3,-,4983,6163,255;0;0,2,147,73,0,1107,5130,6090,960,0
33612ref3,7894,9124,JUNC00000242,44,+,7894,9124,255;0;0,2,146,147,0,1083,8040,8977,937,0
33612ref3,1432,2598,JUNC00000093,26,+,1432,2598,255;0;0,2,116,144,0,1022,1548,2454,906,0
33612ref3,9048,10091,JUNC00000262,1,-,9048,10091,255;0;0,2,30,121,0,922,9078,9970,892,0
33612ref3,9241,10228,JUNC00000268,2,+,9241,10228,255;0;0,2,56,95,0,892,9297,10133,836,0
33612ref3,1873,2994,JUNC00000111,9,+,1873,2994,255;0;0,2,150,149,0,972,2023,2845,822,0
33612ref3,7862,8962,JUNC00000241,2,+,7862,8962,255;0;0,2,145,142,0,958,8007,8820,813,0
33612ref3,2498,3379,JUNC00000122,1,+,2498,3379,255;0;0,2,21,130,0,751,2519,3249,730,0
33612ref3,226,1235,JUNC00000002,2,+,226,1235,255;0;0,2,149,145,0,864,375,1090,715,0
33612ref3,1709,2560,JUNC00000100,16,+,1709,2560,255;0;0,2,84,142,0,709,1793,2418,625,0
33612ref3,9543,10266,JUNC00000270,2656,-,9543,10266,255;0;0,2,24,149,0,574,9567,10117,550,0
33612ref3,8328,9066,JUNC00000248,3,-,8328,9066,255;0;0,2,46,149,0,589,8374,8917,543,0
33612ref3,410,1125,JUNC00000005,168,+,410,1125,255;0;0,2,25,149,0,566,435,976,541,0
33612ref3,6819,7556,JUNC00000220,70,-,6819,7556,255;0;0,2,73,138,0,599,6892,7418,526,0
33612ref3,408,1113,JUNC00000010,5,-,408,1113,255;0;0,2,94,96,0,609,502,1017,515,0
33612ref3,8617,9242,JUNC00000251,2,+,8617,9242,255;0;0,2,57,94,0,531,8674,9148,474,0
33612ref3,7523,8106,JUNC00000228,22,+,7523,8106,255;0;0,2,93,62,0,521,7616,8044,428,0
33612ref3,2289,2817,JUNC00000116,2,-,2289,2817,255;0;0,2,107,44,0,484,2396,2773,377,0
33612ref3,9601,10106,JUNC00000271,1,+,9601,10106,255;0;0,2,38,113,0,392,9639,9993,354,0
33612ref3,923,1452,JUNC00000033,15,+,923,1452,255;0;0,2,92,144,0,385,1015,1308,293,0
33612ref3,8738,9182,JUNC00000252,4,-,8738,9182,255;0;0,2,9,142,0,302,8747,9040,293,0
33612ref3,596,1164,JUNC00000020,10,+,596,1164,255;0;0,2,142,149,0,419,738,1015,277,0
33612ref3,3925,4407,JUNC00000166,21,+,3925,4407,255;0;0,2,150,78,0,404,4075,4329,254,0
33612ref3,2353,2852,JUNC00000121,8,+,2353,2852,255;0;0,2,148,127,0,372,2501,2725,224,0
33612ref3,4246,4656,JUNC00000172,3,+,4246,4656,255;0;0,2,132,71,0,339,4378,4585,207,0
33612ref3,4301,4658,JUNC00000173,1,-,4301,4658,255;0;0,2,81,70,0,287,4382,4588,206,0
33612ref3,8816,9289,JUNC00000257,8,+,8816,9289,255;0;0,2,149,148,0,325,8965,9141,176,0
33612ref3,8827,9238,JUNC00000254,444,+,8827,9238,255;0;0,2,94,150,0,261,8921,9088,167,0
33612ref3,8803,9233,JUNC00000253,2033,+,8803,9233,255;0;0,2,118,150,0,280,8921,9083,162,0
33612ref3,1031,1338,JUNC00000073,2,-,1031,1338,255;0;0,2,143,8,0,299,1174,1330,156,0
33612ref3,610,969,JUNC00000018,25,+,610,969,255;0;0,2,64,143,0,216,674,826,152,0
33612ref3,7400,7705,JUNC00000225,4,-,7400,7705,255;0;0,2,9,145,0,160,7409,7560,151,0
33612ref3,2476,2776,JUNC00000120,5,+,2476,2776,255;0;0,2,25,147,0,153,2501,2629,128,0
33612ref3,7776,8052,JUNC00000240,1,+,7776,8052,255;0;0,2,140,8,0,268,7916,8044,128,0
33612ref3,8810,9238,JUNC00000256,2,+,8810,9238,255;0;0,2,150,150,0,278,8960,9088,128,0
33612ref3,2346,2763,JUNC00000119,7,-,2346,2763,255;0;0,2,147,147,0,270,2493,2616,123,0
33612ref3,500,771,JUNC00000011,1,+,500,771,255;0;0,2,71,80,0,191,571,691,120,0
33612ref3,1422,1708,JUNC00000092,15,+,1422,1708,255;0;0,2,43,143,0,143,1465,1565,100,0
33612ref3,1218,1610,JUNC00000087,2,-,1218,1610,255;0;0,2,149,147,0,245,1367,1463,96,0
33612ref3,2394,2700,JUNC00000124,317,-,2394,2700,255;0;0,2,150,64,0,242,2544,2636,92,0
33612ref3,1814,2053,JUNC00000101,3,-,1814,2053,255;0;0,2,12,141,0,98,1826,1912,86,0
33612ref3,7211,7417,JUNC00000223,1,-,7211,7417,255;0;0,2,90,35,0,171,7301,7382,81,0
33612ref3,3761,4137,JUNC00000162,2,-,3761,4137,255;0;0,2,148,148,0,228,3909,3989,80,0
33612ref3,726,1005,JUNC00000021,20,-,726,1005,255;0;0,2,59,145,0,134,785,860,75,0
33612ref3,658,880,JUNC00000017,63,+,658,880,255;0;0,2,16,135,0,87,674,745,71,0
33612ref3,6078,6300,JUNC00000207,1,+,6078,6300,255;0;0,2,128,23,0,199,6206,6277,71,0
33612ref3,8928,9242,JUNC00000260,13,+,8928,9242,255;0;0,2,95,148,0,166,9023,9094,71,0
33612ref3,3927,4204,JUNC00000163,3,-,3927,4204,255;0;0,2,63,147,0,130,3990,4057,67,0
33612ref3,2468,2831,JUNC00000133,7,-,2468,2831,255;0;0,2,148,150,0,213,2616,2681,65,0
33612ref3,2167,2528,JUNC00000114,5,+,2167,2528,255;0;0,2,149,148,0,213,2316,2380,64,0
33612ref3,10046,10262,JUNC00000275,6,+,10046,10262,255;0;0,2,146,8,0,208,10192,10254,62,0
33612ref3,472,685,JUNC00000015,3,+,472,685,255;0;0,2,141,11,0,202,613,674,61,0
33612ref3,951,1213,JUNC00000053,32,-,951,1213,255;0;0,2,148,55,0,207,1099,1158,59,0
33612ref3,953,1285,JUNC00000054,2404,-,953,1285,255;0;0,2,148,127,0,205,1101,1158,57,0
33612ref3,5681,6009,JUNC00000198,14,+,5681,6009,255;0;0,2,149,125,0,203,5830,5884,54,0
33612ref3,825,1171,JUNC00000029,73,+,825,1171,255;0;0,2,144,149,0,197,969,1022,53,0
33612ref3,9021,9231,JUNC00000261,107,+,9021,9231,255;0;0,2,9,148,0,62,9030,9083,53,0
33612ref3,1740,1943,JUNC00000102,1,-,1740,1943,255;0;0,2,120,31,0,172,1860,1912,52,0
33612ref3,2437,2716,JUNC00000125,8,+,2437,2716,255;0;0,2,128,103,0,176,2565,2613,48,0
33612ref3,8063,8324,JUNC00000245,14,+,8063,8324,255;0;0,2,66,148,0,113,8129,8176,47,0
33612ref3,7386,7582,JUNC00000226,1,-,7386,7582,255;0;0,2,125,26,0,170,7511,7556,45,0
33612ref3,8928,9179,JUNC00000259,3,+,8928,9179,255;0;0,2,65,142,0,109,8993,9037,44,0
33612ref3,956,1150,JUNC00000052,10,-,956,1150,255;0;0,2,143,8,0,186,1099,1142,43,0
33612ref3,976,1133,JUNC00000032,9,+,976,1133,255;0;0,2,39,78,0,79,1015,1055,40,0
33612ref3,949,1287,JUNC00000051,326,-,949,1287,255;0;0,2,150,148,0,190,1099,1139,40,0
33612ref3,5589,5923,JUNC00000197,42,+,5589,5923,255;0;0,2,147,148,0,186,5736,5775,39,0
33612ref3,7512,7849,JUNC00000230,15,+,7512,7849,255;0;0,2,148,150,0,187,7660,7699,39,0
33612ref3,2680,3011,JUNC00000141,2,+,2680,3011,255;0;0,2,150,145,0,186,2830,2866,36,0
33612ref3,7513,7716,JUNC00000229,4,+,7513,7716,255;0;0,2,147,20,0,183,7660,7696,36,0
33612ref3,9008,9341,JUNC00000264,89,-,9008,9341,255;0;0,2,150,147,0,186,9158,9194,36,0
33612ref3,2444,2776,JUNC00000130,6,-,2444,2776,255;0;0,2,150,147,0,185,2594,2629,35,0
33612ref3,2448,2782,JUNC00000132,2510,-,2448,2782,255;0;0,2,150,149,0,185,2598,2633,35,0
33612ref3,945,1276,JUNC00000049,15,+,945,1276,255;0;0,2,150,148,0,183,1095,1128,33,0
33612ref3,5530,5780,JUNC00000195,151,-,5530,5780,255;0;0,2,70,147,0,103,5600,5633,33,0
33612ref3,729,1058,JUNC00000024,12,+,729,1058,255;0;0,2,149,148,0,181,878,910,32,0
33612ref3,7652,7834,JUNC00000233,2,+,7652,7834,255;0;0,2,89,62,0,120,7741,7772,31,0
33612ref3,7383,7712,JUNC00000227,9,-,7383,7712,255;0;0,2,149,150,0,179,7532,7562,30,0
33612ref3,6105,6432,JUNC00000210,8,+,6105,6432,255;0;0,2,150,148,0,179,6255,6284,29,0
33612ref3,1519,1842,JUNC00000098,2,+,1519,1842,255;0;0,2,149,146,0,177,1668,1696,28,0
33612ref3,2879,2929,JUNC00000143,1,-,2879,2929,255;0;0,2,12,10,0,40,2891,2919,28,0
33612ref3,3183,3433,JUNC00000151,45,-,3183,3433,255;0;0,2,74,149,0,101,3257,3284,27,0
33612ref3,3788,4043,JUNC00000160,40,+,3788,4043,255;0;0,2,79,149,0,106,3867,3894,27,0
33612ref3,7704,7895,JUNC00000238,11,-,7704,7895,255;0;0,2,144,20,0,171,7848,7875,27,0
33612ref3,976,1287,JUNC00000055,5,+,976,1287,255;0;0,2,135,150,0,161,1111,1137,26,0
33612ref3,3022,3212,JUNC00000149,61,+,3022,3212,255;0;0,2,149,16,0,174,3171,3196,25,0
33612ref3,5876,6025,JUNC00000199,9,-,5876,6025,255;0;0,2,98,26,0,123,5974,5999,25,0
33612ref3,1187,1506,JUNC00000082,3,-,1187,1506,255;0;0,2,150,145,0,174,1337,1361,24,0
33612ref3,3749,4042,JUNC00000161,34,+,3749,4042,255;0;0,2,121,148,0,145,3870,3894,24,0
33612ref3,9385,9668,JUNC00000269,24,+,9385,9668,255;0;0,2,121,138,0,145,9506,9530,24,0
33612ref3,2918,3239,JUNC00000146,2,-,2918,3239,255;0;0,2,149,149,0,172,3067,3090,23,0
33612ref3,2419,2734,JUNC00000126,8,-,2419,2734,255;0;0,2,147,148,0,167,2566,2586,20,0
33612ref3,8239,8410,JUNC00000247,1,+,8239,8410,255;0;0,2,41,110,0,61,8280,8300,20,0
33612ref3,7315,7485,JUNC00000224,1,-,7315,7485,255;0;0,2,75,76,0,94,7390,7409,19,0
33612ref3,743,995,JUNC00000022,16,+,743,995,255;0;0,2,89,145,0,107,832,850,18,0
33612ref3,4741,4910,JUNC00000183,1,+,4741,4910,255;0;0,2,24,127,0,42,4765,4783,18,0
33612ref3,6043,6196,JUNC00000202,4,-,6043,6196,255;0;0,2,83,52,0,101,6126,6144,18,0
33612ref3,7963,8261,JUNC00000243,45,-,7963,8261,255;0;0,2,149,132,0,166,8112,8129,17,0
33612ref3,9028,9341,JUNC00000265,5,+,9028,9341,255;0;0,2,146,150,0,163,9174,9191,17,0
33612ref3,9520,9830,JUNC00000272,8,+,9520,9830,255;0;0,2,145,148,0,162,9665,9682,17,0
33612ref3,907,1135,JUNC00000028,169,+,907,1135,255;0;0,2,62,150,0,78,969,985,16,0
33612ref3,7966,8281,JUNC00000244,14,-,7966,8281,255;0;0,2,149,150,0,165,8115,8131,16,0
33612ref3,999,1195,JUNC00000070,2,+,999,1195,255;0;0,2,149,32,0,164,1148,1163,15,0
33612ref3,1283,1508,JUNC00000083,4,-,1283,1508,255;0;0,2,60,150,0,75,1343,1358,15,0
33612ref3,2448,2763,JUNC00000131,40,+,2448,2763,255;0;0,2,150,150,0,165,2598,2613,15,0
33612ref3,2680,2994,JUNC00000140,6,+,2680,2994,255;0;0,2,150,149,0,165,2830,2845,15,0
33612ref3,3297,3475,JUNC00000152,2,+,3297,3475,255;0;0,2,65,99,0,79,3362,3376,14,0
33612ref3,4236,4418,JUNC00000168,10,+,4236,4418,255;0;0,2,21,147,0,35,4257,4271,14,0
33612ref3,8954,9138,JUNC00000263,26,+,8954,9138,255;0;0,2,147,23,0,161,9101,9115,14,0
33612ref3,7630,7846,JUNC00000234,9,+,7630,7846,255;0;0,2,149,54,0,162,7779,7792,13,0
33612ref3,6077,6314,JUNC00000203,22,+,6077,6314,255;0;0,2,78,147,0,90,6155,6167,12,0
33612ref3,218,380,JUNC00000001,1,+,218,380,255;0;0,2,126,25,0,137,344,355,11,0
33612ref3,826,1026,JUNC00000023,5,+,826,1026,255;0;0,2,41,148,0,52,867,878,11,0
33612ref3,8211,8350,JUNC00000246,4,-,8211,8350,255;0;0,2,28,100,0,39,8239,8250,11,0
33612ref3,798,1099,JUNC00000026,110,-,798,1099,255;0;0,2,145,146,0,155,943,953,10,0
33612ref3,1238,1544,JUNC00000090,11,-,1238,1544,255;0;0,2,148,149,0,157,1386,1395,9,0
33612ref3,6596,6734,JUNC00000216,2,-,6596,6734,255;0;0,2,33,96,0,42,6629,6638,9,0
33612ref3,9030,9199,JUNC00000266,10,+,9030,9199,255;0;0,2,149,11,0,158,9179,9188,9,0
33612ref3,10075,10281,JUNC00000274,3,-,10075,10281,255;0;0,2,50,147,0,59,10125,10134,9,0
33612ref3,786,1067,JUNC00000025,22,-,786,1067,255;0;0,2,123,150,0,131,909,917,8,0
33612ref3,1001,1271,JUNC00000072,1093,-,1001,1271,255;0;0,2,149,113,0,157,1150,1158,8,0
33612ref3,1708,1867,JUNC00000099,1,+,1708,1867,255;0;0,2,43,108,0,51,1751,1759,8,0
33612ref3,1856,2031,JUNC00000108,10,+,1856,2031,255;0;0,2,148,19,0,156,2004,2012,8,0
33612ref3,5927,6111,JUNC00000201,2,+,5927,6111,255;0;0,2,131,45,0,139,6058,6066,8,0
33612ref3,9920,10079,JUNC00000273,1,+,9920,10079,255;0;0,2,73,78,0,81,9993,10001,8,0
33612ref3,823,1126,JUNC00000027,9315,+,823,1126,255;0;0,2,146,150,0,153,969,976,7,0
33612ref3,7540,7845,JUNC00000231,11,+,7540,7845,255;0;0,2,149,149,0,156,7689,7696,7,0
33612ref3,8284,8586,JUNC00000249,15,+,8284,8586,255;0;0,2,147,148,0,154,8431,8438,7,0
33612ref3,1001,1300,JUNC00000071,6,-,1001,1300,255;0;0,2,149,145,0,154,1150,1155,5,0
33612ref3,1437,1612,JUNC00000096,5,+,1437,1612,255;0;0,2,149,21,0,154,1586,1591,5,0
33612ref3,2356,2559,JUNC00000117,10,-,2356,2559,255;0;0,2,50,148,0,55,2406,2411,5,0
33612ref3,5024,5180,JUNC00000192,1,+,5024,5180,255;0;0,2,118,33,0,123,5142,5147,5,0
33612ref3,8797,9078,JUNC00000255,23696,+,8797,9078,255;0;0,2,126,150,0,131,8923,8928,5,0
33612ref3,9049,9205,JUNC00000267,1,+,9049,9205,255;0;0,2,143,8,0,148,9192,9197,5,0
31689ref2,1881,10085,JUNC00000013,3,+,1881,10085,255;0;0,2,69,84,0,8120,1950,10001,8051,0
31689ref2,1264,9333,JUNC00000011,2,+,1264,9333,255;0;0,2,44,96,0,7973,1308,9237,7929,0
31689ref2,200,7900,JUNC00000001,1,+,200,7900,255;0;0,2,124,27,0,7673,324,7873,7549,0
31689ref2,2264,7881,JUNC00000014,1,+,2264,7881,255;0;0,2,121,8,0,5609,2385,7873,5488,0
31689ref2,2520,7814,JUNC00000017,2,+,2520,7814,255;0;0,2,58,115,0,5179,2578,7699,5121,0
31689ref2,4903,9080,JUNC00000022,2,-,4903,9080,255;0;0,2,53,88,0,4089,4956,8992,4036,0
