pvalue,features
5.919593563053553e-18,SNV_1762
1.2967301504898969e-16,SNV_1764
5.919593563053553e-18,SNV_1766
1.3145838844823434e-17,SNV_1767
5.919593563053553e-18,SNV_1768
5.919593563053553e-18,SNV_1769
6.83128432365898e-17,SNV_1770
5.919593563053553e-18,SNV_1771
7.385032112926479e-17,SNV_1773
7.689621190292185e-17,SNV_1774
1.8751555829311597e-17,SNV_1775
2.354839109075763e-17,SNV_1776
5.714920045468434e-17,SNV_1777
5.919593563053553e-18,SNV_1779
4.9028616180018554e-17,SNV_1780
5.919593563053553e-18,SNV_1784
4.957117916391536e-16,SNV_1785
4.911902768271509e-16,SNV_1786
1.007835286691445e-17,SNV_1788
5.919593563053553e-18,SNV_1790
5.919593563053553e-18,SNV_1791
1.404038636995176e-15,SNV_1792
6.518496893806138e-17,SNV_1793
5.919593563053553e-18,SNV_1795
2.3859224058259132e-17,SNV_1797
5.919593563053553e-18,SNV_1800
1.605601740410137e-17,SNV_1801
3.4460152677754817e-15,SNV_1803
2.042585541590263e-17,SNV_1804
2.2993098128105883e-17,SNV_1805
2.3762235477076064e-17,SNV_1806
2.3119997560238868e-17,SNV_1807
5.919593563053553e-18,SNV_1808
2.3322243220008083e-17,SNV_1809
1.8524709818125055e-17,SNV_1810
9.291635794106412e-10,SNV_1811
6.178574318838059e-11,SNV_1812
7.185454606941115e-17,SNV_1813
6.844517228226358e-17,SNV_1814
1.4481052282910605e-17,SNV_1815
2.3893902778259805e-17,SNV_1816
5.919593563053553e-18,SNV_1818
5.919593563053553e-18,SNV_1821
4.014471625353374e-17,SNV_1822
7.647437626029941e-17,SNV_1823
7.795681626689244e-17,SNV_1825
4.5106552540488174e-17,SNV_1827
5.919593563053553e-18,SNV_1828
1.4820723942939257e-15,SNV_1829
1.4308182188973312e-15,SNV_1830
5.919593563053553e-18,SNV_1832
1.5866982215761321e-15,SNV_1835
5.0707553271995805e-16,SNV_1836
5.919593563053553e-18,SNV_1838
1.2941841547389076e-16,SNV_1839
2.3127318108659962e-17,SNV_1840
5.919593563053553e-18,SNV_1841
2.3923194898111533e-17,SNV_1842
2.0412128611717664e-14,SNV_1843
2.3554889421649847e-17,SNV_1844
5.919593563053553e-18,SNV_1845
7.434334062668109e-17,SNV_1846
5.919593563053553e-18,SNV_1847
2.1992677771143424e-17,SNV_1848
5.919593563053553e-18,SNV_1849
5.919593563053553e-18,SNV_1850
1.6160875781632268e-17,SNV_1854
3.5273137743985217e-09,SNV_1855
5.652088332581192e-16,SNV_1856
5.919593563053553e-18,SNV_1857
2.3409289090228263e-17,SNV_1858
7.815322368589826e-18,SNV_1860
7.44401935502437e-17,SNV_1861
5.919593563053553e-18,SNV_1862
5.919593563053553e-18,SNV_1865
2.705270632074458e-13,SNV_1866
2.2090610992586027e-17,SNV_1867
5.919593563053553e-18,SNV_1868
7.629872942030745e-17,SNV_1869
2.091536105007681e-17,SNV_1871
7.599715260386041e-17,SNV_1872
5.919593563053553e-18,SNV_1873
1.5180632477392346e-15,SNV_1875
5.919593563053553e-18,SNV_1877
2.366870781957592e-17,SNV_1878
2.344712764016889e-17,SNV_1879
5.919593563053553e-18,SNV_1880
5.919593563053553e-18,SNV_1881
2.2239922056235524e-16,SNV_1882
5.919593563053553e-18,SNV_1883
5.919593563053553e-18,SNV_1885
2.3430957913554702e-17,SNV_1886
4.51829026345158e-16,SNV_1888
7.301321434936112e-17,SNV_1889
7.268494276018578e-17,SNV_1890
1.6560215420315718e-17,SNV_1891
1.7362270227749832e-05,SNV_1892
1.4738023881134084e-15,SNV_1893
1.460415773535883e-15,SNV_1895
2.1919551696271286e-17,SNV_1896
1.3443859611817102e-17,SNV_1897
5.919593563053553e-18,SNV_1898
5.919593563053553e-18,SNV_1899
5.919593563053553e-18,SNV_1901
5.919593563053553e-18,SNV_1903
4.2476687954575473e-16,SNV_1904
2.3783647874412612e-17,SNV_1905
5.919593563053553e-18,SNV_1906
2.3728431583291227e-15,SNV_1908
5.919593563053553e-18,SNV_1909
5.919593563053553e-18,SNV_1912
2.3803920416865062e-17,SNV_1915
9.272841077687862e-18,SNV_1916
1.4152264599207477e-15,SNV_1917
4.893063498210042e-17,SNV_1918
2.230280267204058e-17,SNV_1919
5.919593563053553e-18,SNV_1920
7.748211551132173e-18,SNV_1921
7.551562760823614e-17,SNV_1923
1.347199232223505e-15,SNV_1924
2.6478410404208264e-17,SNV_1925
1.1991409038332178e-17,SNV_1926
5.919593563053553e-18,SNV_1928
3.9213423380362336e-17,SNV_1930
1.2975216299872121e-17,SNV_1931
2.217339026520666e-16,SNV_1932
2.294461707240415e-17,SNV_1934
5.919593563053553e-18,SNV_1935
1.5909815687109585e-08,SNV_1936
5.557289628477236e-10,SNV_1937
7.541438731870455e-17,SNV_1938
5.919593563053553e-18,SNV_1939
2.3926301788492282e-17,SNV_1941
7.44152259306344e-17,SNV_1942
1.127420175734583e-16,SNV_1943
5.919593563053553e-18,SNV_1946
2.1920253145430731e-16,SNV_1948
2.3811647938147532e-17,SNV_1951
2.279848072794563e-17,SNV_1956
2.488614397332534e-17,SNV_1958
5.919593563053553e-18,SNV_1960
2.1069439982777064e-17,SNV_1962
7.782687611882771e-17,SNV_1963
7.595407965500355e-17,SNV_1970
2.352623257650856e-17,SNV_1971
1.9689014043547826e-15,SNV_1972
5.919593563053553e-18,SNV_1974
5.919593563053553e-18,SNV_1975
7.615265594157548e-17,SNV_1977
1.9512147740809616e-16,SNV_1978
5.919593563053553e-18,SNV_1980
8.683396639957882e-17,SNV_1981
7.569856687250837e-17,SNV_1984
2.2519196429006902e-17,SNV_1985
1.276985415442705e-16,SNV_1986
5.919593563053553e-18,SNV_1989
7.639915311713832e-15,SNV_1991
3.6784582609192436e-15,SNV_1992
1.5863055660703118e-11,SNV_1993
2.326627783412397e-17,SNV_1994
7.574391622241098e-17,SNV_1995
8.268859509665016e-16,SNV_1996
5.919593563053553e-18,SNV_2001
5.919593563053553e-18,SNV_2002
5.919593563053553e-18,SNV_2003
7.542221575602176e-17,SNV_2007
2.00826068945564e-17,SNV_2008
2.262164771095527e-17,SNV_2010
4.7673525591811734e-17,SNV_2012
1.940614355269421e-17,SNV_2013
1.419128429688838e-17,SNV_2014
6.514001415331096e-18,SNV_2015
2.2875982588258175e-17,SNV_2019
5.919593563053553e-18,SNV_2022
3.325791222890469e-16,SNV_2024
7.6781498495573e-17,SNV_2025
2.3750668183390123e-17,SNV_2027
5.919593563053553e-18,SNV_2028
1.4243819457249174e-08,SNV_2029
5.919593563053553e-18,SNV_2031
5.919593563053553e-18,SNV_2033
7.071571027182774e-17,SNV_2034
7.64102929238837e-17,SNV_2036
5.919593563053553e-18,SNV_2039
5.919593563053553e-18,SNV_2042
2.3460834022918893e-17,SNV_2043
2.361805458758562e-17,SNV_2047
5.919593563053553e-18,SNV_2048
5.919593563053553e-18,SNV_2049
6.606870223473343e-17,SNV_2050
1.8038383204481038e-16,SNV_2051
5.919593563053553e-18,SNV_2052
5.919593563053553e-18,SNV_2054
2.0321493545262612e-15,SNV_2055
1.9994924095264555e-17,SNV_2056
5.919593563053553e-18,SNV_2057
1.0570335079842615e-17,SNV_2058
5.919593563053553e-18,SNV_2059
6.670495632701942e-17,SNV_2063
2.2174023885555875e-17,SNV_2064
5.919593563053553e-18,SNV_2065
5.919593563053553e-18,SNV_2066
2.339732309548707e-17,SNV_2067
2.2674241508662617e-17,SNV_2068
5.919593563053553e-18,SNV_2069
7.418200070256385e-17,SNV_2070
2.3853997931149022e-17,SNV_2073
2.390107774289309e-17,SNV_2076
5.919593563053553e-18,SNV_2077
4.4855096251716954e-17,SNV_2078
5.919593563053553e-18,SNV_2079
5.919593563053553e-18,SNV_2080
5.919593563053553e-18,SNV_2083
2.3605600556283023e-17,SNV_2085
5.919593563053553e-18,SNV_2086
1.442426964258129e-16,SNV_2089
1.5123951944237844e-17,SNV_2092
1.117679660800628e-17,SNV_2094
1.1558049115415646e-16,SNV_2095
5.977386012372132e-13,SNV_2096
5.919593563053553e-18,SNV_2097
2.310761466646895e-17,SNV_2099
1.5383789888719941e-16,SNV_2100
1.9593356032010887e-17,SNV_2101
5.919593563053553e-18,SNV_2102
1.8937932856209595e-17,SNV_2103
5.919593563053553e-18,SNV_2105
5.919593563053553e-18,SNV_2108
5.919593563053553e-18,SNV_2112
5.919593563053553e-18,SNV_2118
3.67370439624537e-11,SNV_2119
2.141811216196368e-16,SNV_2120
7.544329893547451e-17,SNV_2122
2.2659334059663186e-17,SNV_2124
5.919593563053553e-18,SNV_2128
5.919593563053553e-18,SNV_2129
1.0428043636307366e-16,SNV_2130
3.5770886929840787e-16,SNV_2131
2.27784993530688e-17,SNV_2132
5.815196835022522e-17,SNV_2133
1.8684052928243595e-17,SNV_2134
2.1389651854935936e-16,SNV_2135
5.919593563053553e-18,SNV_2136
2.348312157734352e-17,SNV_2139
5.919593563053553e-18,SNV_2141
5.919593563053553e-18,SNV_2142
2.3795809083778367e-17,SNV_2143
1.9454021692991066e-15,SNV_2146
1.7254935273571664e-13,SNV_2147
4.721423650807209e-14,SNV_2148
7.914249117169092e-11,SNV_2149
3.1994456708956493e-16,SNV_2150
5.919593563053553e-18,SNV_2152
5.919593563053553e-18,SNV_2158
5.849553947201035e-17,SNV_2162
5.919593563053553e-18,SNV_2163
1.5866611903544693e-16,SNV_2172
2.301139701761678e-17,SNV_2173
7.589631101538407e-18,SNV_2174
5.205399684495124e-16,SNV_2175
7.256598757065575e-17,SNV_2182
5.919593563053553e-18,SNV_2185
5.919593563053553e-18,SNV_2186
1.1180411387283137e-16,SNV_2187
1.4938997667993437e-17,SNV_2188
3.7292420153927567e-16,SNV_2189
5.919593563053553e-18,SNV_2191
6.067514053375287e-17,SNV_2192
5.919593563053553e-18,SNV_2193
5.919593563053553e-18,SNV_2194
2.315179840374493e-13,SNV_2195
5.919593563053553e-18,SNV_2196
5.919593563053553e-18,SNV_2197
2.392377723326277e-17,SNV_2202
3.5944488979358516e-16,SNV_2203
2.0540772309682173e-17,SNV_2204
5.919593563053553e-18,SNV_2207
4.695575318103089e-16,SNV_2208
5.919593563053553e-18,SNV_2210
2.82743748254927e-15,SNV_2211
5.919593563053553e-18,SNV_2212
5.919593563053553e-18,SNV_2213
5.919593563053553e-18,SNV_2214
4.085246257354595e-15,SNV_2215
5.419461321529639e-16,SNV_2216
4.159190843986466e-17,SNV_2217
1.455006230705468e-17,SNV_2218
5.919593563053553e-18,SNV_2219
4.4964916058561945e-17,SNV_2221
4.600448356519409e-17,SNV_2222
1.5054711500662337e-15,SNV_2223
1.686198245918688e-13,SNV_2224
2.2932624224071552e-14,SNV_2225
5.919593563053553e-18,SNV_2226
1.0542054271007794e-16,SNV_2229
5.919593563053553e-18,SNV_2230
4.326159632910459e-16,SNV_2233
5.919593563053553e-18,SNV_2234
5.919593563053553e-18,SNV_2235
1.1734578457859527e-15,SNV_2238
2.2139829893394158e-17,SNV_2239
6.984718386353686e-15,SNV_2240
1.809409679658669e-16,SNV_2241
3.130142195786889e-12,SNV_2242
5.2810611672064105e-17,SNV_2243
2.3253439991017147e-17,SNV_2244
1.1212685989551486e-16,SNV_2245
5.919593563053553e-18,SNV_2249
5.919593563053553e-18,SNV_2250
7.666511087466433e-17,SNV_2251
1.1330842453482031e-17,SNV_2253
5.919593563053553e-18,SNV_2254
2.3675814955398974e-17,SNV_2256
9.467878189290923e-17,SNV_2257
1.7623536245417934e-17,SNV_2258
5.919593563053553e-18,SNV_2259
6.50932312994068e-17,SNV_2260
6.695987301007797e-15,SNV_2261
5.919593563053553e-18,SNV_2262
5.919593563053553e-18,SNV_2263
1.507722616579595e-17,SNV_2265
2.3176745458982456e-17,SNV_2268
1.2586041387427967e-16,SNV_2269
1.492911947711833e-17,SNV_2270
7.151351108338411e-18,SNV_2271
5.919593563053553e-18,SNV_2272
1.623843686807667e-16,SNV_2273
5.154123684765248e-17,SNV_2275
7.239993437140818e-18,SNV_2276
5.919593563053553e-18,SNV_2277
2.339846295037117e-17,SNV_2278
5.919593563053553e-18,SNV_2280
5.919593563053553e-18,SNV_2282
5.045213853356427e-14,SNV_2284
4.093947668003061e-16,SNV_2285
7.502872262990783e-17,SNV_2286
2.0404606800327368e-17,SNV_2287
5.919593563053553e-18,SNV_2288
7.408784769652061e-17,SNV_2289
5.33970893438091e-16,SNV_2291
6.643920635726329e-17,SNV_2292
5.4691679942013794e-17,SNV_2294
1.4532008263005097e-17,SNV_2295
6.414068319321524e-17,SNV_2297
5.919593563053553e-18,SNV_2298
4.782818189657955e-17,SNV_2299
4.6244071466536397e-17,SNV_2301
3.723910207687587e-17,SNV_2302
5.919593563053553e-18,SNV_2303
5.919593563053553e-18,SNV_2304
2.3444844621678243e-17,SNV_2306
3.2096189336388675e-17,SNV_2307
2.3832909788612595e-17,SNV_2308
2.389196386690398e-17,SNV_2310
2.1545130046360383e-13,SNV_2312
1.6281807932826295e-17,SNV_2314
5.572594290481376e-16,SNV_2315
2.0298527504212343e-17,SNV_2316
2.2407556824814296e-17,SNV_2317
5.919593563053553e-18,SNV_2318
6.384871490676362e-17,SNV_2319
3.3412555034084907e-15,SNV_2320
5.919593563053553e-18,SNV_2321
2.2587787899761025e-16,SNV_2322
2.298805894381421e-17,SNV_2324
5.888261367657086e-17,SNV_2325
5.919593563053553e-18,SNV_2327
5.919593563053553e-18,SNV_2328
1.9059475466695687e-17,SNV_2330
2.13566519807065e-17,SNV_2331
5.919593563053553e-18,SNV_2332
2.1095486245905133e-17,SNV_2333
5.919593563053553e-18,SNV_2334
3.3318803309900433e-16,SNV_2335
2.0509345071233323e-16,SNV_2339
5.919593563053553e-18,SNV_2340
5.919593563053553e-18,SNV_2341
5.919593563053553e-18,SNV_2342
7.10692803528574e-17,SNV_2343
2.6022562749158866e-17,SNV_2345
2.3910386833506762e-17,SNV_2346
2.3617096712436285e-17,SNV_2347
5.919593563053553e-18,SNV_2348
7.641395237091363e-17,SNV_2349
2.268897524973341e-17,SNV_2350
1.1211261915408915e-16,SNV_2351
1.966266053245303e-17,SNV_2352
5.919593563053553e-18,SNV_2354
3.1148069624324475e-16,SNV_2355
5.919593563053553e-18,SNV_2356
5.919593563053553e-18,SNV_2358
5.919593563053553e-18,SNV_2359
1.9238378089578656e-17,SNV_2361
5.919593563053553e-18,SNV_2363
5.919593563053553e-18,SNV_2366
5.919593563053553e-18,SNV_2367
5.919593563053553e-18,SNV_2369
5.919593563053553e-18,SNV_2370
1.8419426269759305e-17,SNV_2371
9.258823091898294e-13,SNV_2372
5.919593563053553e-18,SNV_2373
3.492746975448008e-17,SNV_2374
5.919593563053553e-18,SNV_2376
5.919593563053553e-18,SNV_2378
5.919593563053553e-18,SNV_2379
1.3667074300114536e-17,SNV_2380
1.1611737266159494e-10,SNV_2381
2.929981924886946e-17,SNV_2382
1.0737423909217101e-17,SNV_2383
5.919593563053553e-18,SNV_2384
5.919593563053553e-18,SNV_2385
5.919593563053553e-18,SNV_2386
1.0465579272707674e-17,SNV_2388
9.746485523616338e-18,SNV_2389
6.788750696561503e-17,SNV_2391
5.919593563053553e-18,SNV_2392
6.524185249442543e-17,SNV_2393
1.5353295379129806e-16,SNV_2394
5.919593563053553e-18,SNV_2395
1.1044849058031007e-16,SNV_2397
5.919593563053553e-18,SNV_2398
1.4308392337625264e-07,SNV_2399
2.362725614471966e-17,SNV_2401
8.654228592433477e-13,SNV_2402
4.2490806405619426e-15,SNV_2403
1.3128537535131275e-17,SNV_2404
5.919593563053553e-18,SNV_2405
5.919593563053553e-18,SNV_2406
4.31102944071568e-17,SNV_2407
5.919593563053553e-18,SNV_2408
7.431425033889883e-17,SNV_2410
5.919593563053553e-18,SNV_2413
1.1886488622255339e-17,SNV_2415
2.366352139713521e-17,SNV_2416
5.919593563053553e-18,SNV_2417
1.614047486074875e-16,SNV_2418
5.919593563053553e-18,SNV_2419
1.962561045107229e-16,SNV_2420
7.237258612599596e-17,SNV_2421
2.9055456861031494e-17,SNV_2424
5.919593563053553e-18,SNV_2425
5.919593563053553e-18,SNV_2426
2.145741052024934e-16,SNV_2428
1.9389380373621354e-14,SNV_2429
5.919593563053553e-18,SNV_2430
2.1546125971817897e-17,SNV_2431
7.759983158429416e-17,SNV_2432
3.92552212957753e-09,SNV_2433
2.744615236241455e-15,SNV_2434
1.9533985970725506e-17,SNV_2436
2.304299035393263e-17,SNV_2437
5.919593563053553e-18,SNV_2438
5.919593563053553e-18,SNV_2439
2.3408339486885052e-17,SNV_2440
8.239992097426997e-17,SNV_2441
5.919593563053553e-18,SNV_2442
5.919593563053553e-18,SNV_2444
2.914228501731445e-15,SNV_2445
1.1366050304376942e-15,SNV_2446
5.919593563053553e-18,SNV_2450
7.213984264791415e-16,SNV_2451
2.177453568523441e-16,SNV_2452
1.658683905551135e-17,SNV_2453
7.278781094116287e-17,SNV_2454
2.758886470853269e-15,SNV_2455
5.919593563053553e-18,SNV_2457
2.3030460222013678e-17,SNV_2458
5.919593563053553e-18,SNV_2461
5.919593563053553e-18,SNV_2462
1.977044547499114e-17,SNV_2465
6.499589530236646e-17,SNV_2467
5.919593563053553e-18,SNV_2468
1.8866481524292857e-14,SNV_2469
2.5209831327545915e-16,SNV_2473
3.5006691157849997e-16,SNV_2475
1.7364817310868498e-17,SNV_2476
5.919593563053553e-18,SNV_2477
2.392416600815067e-17,SNV_2478
5.919593563053553e-18,SNV_2480
5.919593563053553e-18,SNV_2481
2.370638258775526e-17,SNV_2482
5.919593563053553e-18,SNV_2483
3.631627291573211e-17,SNV_2484
7.18694816425514e-17,SNV_2485
1.3339834641914409e-14,SNV_2486
3.4130332341774977e-16,SNV_2487
9.031829598511349e-18,SNV_2488
8.542931114906783e-18,SNV_2490
2.3558330492998068e-17,SNV_2491
2.692467582221525e-09,SNV_2492
2.2966980727445133e-17,SNV_2493
9.809600231534747e-18,SNV_2494
6.940575396656426e-17,SNV_2495
2.220375937421593e-17,SNV_2496
1.2257535540703148e-15,SNV_2497
1.3337419168646636e-16,SNV_2499
5.919593563053553e-18,SNV_2500
7.532229895547025e-17,SNV_2501
5.919593563053553e-18,SNV_2503
9.561026667198274e-17,SNV_2504
5.92744180307462e-16,SNV_2505
1.8786239512395946e-17,SNV_2507
6.892133053007361e-17,SNV_2508
2.2681202398953373e-16,SNV_2509
2.1623291996801744e-17,SNV_2511
2.7642361059550006e-17,SNV_2512
5.919593563053553e-18,SNV_2513
5.919593563053553e-18,SNV_2517
5.919593563053553e-18,SNV_2518
8.435595166005167e-17,SNV_2519
5.919593563053553e-18,SNV_2521
5.919593563053553e-18,SNV_2522
1.4399239289594333e-15,SNV_2523
1.996441039508421e-16,SNV_2524
5.919593563053553e-18,SNV_2525
5.919593563053553e-18,SNV_2527
7.784613288348795e-17,SNV_2528
2.4052620539835255e-17,SNV_2529
1.1268456226985486e-15,SNV_2530
5.919593563053553e-18,SNV_2533
1.961664282061548e-17,SNV_2534
1.3869202334800646e-16,SNV_2535
5.919593563053553e-18,SNV_2536
1.9357633578758263e-15,SNV_2537
2.838304174108714e-17,SNV_2540
5.919593563053553e-18,SNV_2541
5.919593563053553e-18,SNV_2543
2.2510787310899688e-17,SNV_2544
2.0979723973539562e-17,SNV_2545
2.1834218420791336e-16,SNV_2547
5.919593563053553e-18,SNV_2548
1.9819075423203132e-17,SNV_2549
5.816828696934967e-17,SNV_2550
4.369696861701534e-16,SNV_2552
2.3507147865415737e-17,SNV_2553
2.3926301788492282e-17,SNV_2554
4.396293713185978e-13,SNV_2555
2.3622271554348417e-17,SNV_2556
2.0186053771090038e-16,SNV_2557
4.641324975413819e-16,SNV_2559
4.728226320637374e-16,SNV_2560
5.919593563053553e-18,SNV_2561
8.071822493716484e-15,SNV_2562
2.3339096197808238e-17,SNV_2563
5.919593563053553e-18,SNV_2564
7.629567877820835e-17,SNV_2565
1.2336040392316172e-12,SNV_2566
2.049820658797693e-16,SNV_2567
2.1101486614068593e-17,SNV_2569
7.73258958351962e-17,SNV_2571
2.2844061688419753e-17,SNV_2572
5.919593563053553e-18,SNV_2574
1.2191637700895744e-16,SNV_2577
6.543485854675243e-18,SNV_2578
5.919593563053553e-18,SNV_2579
2.668543419006783e-14,SNV_2580
5.919593563053553e-18,SNV_2583
5.919593563053553e-18,SNV_2584
7.017008870489796e-17,SNV_2585
2.6597118604754222e-11,SNV_2586
1.6666827420745227e-17,SNV_2587
7.164583847469667e-17,SNV_2591
5.919593563053553e-18,SNV_2592
2.7260578031582973e-15,SNV_2593
5.919593563053553e-18,SNV_2594
2.3530050842216105e-17,SNV_2595
5.919593563053553e-18,SNV_2597
2.044895360732756e-17,SNV_2599
5.919593563053553e-18,SNV_2600
2.9089756269090475e-15,SNV_2601
5.919593563053553e-18,SNV_2602
1.0103696191957973e-16,SNV_2603
1.4589575070555112e-17,SNV_2604
5.919593563053553e-18,SNV_2605
6.935472023149219e-17,SNV_2606
7.749397893566697e-17,SNV_2608
1.9492708003797885e-17,SNV_2610
2.386948771529969e-17,SNV_2611
2.3627448050621774e-17,SNV_2614
5.919593563053553e-18,SNV_2617
5.919593563053553e-18,SNV_2621
3.504417501274396e-16,SNV_2622
5.919593563053553e-18,SNV_2623
6.927325948476797e-17,SNV_2624
2.2669640730095597e-17,SNV_2625
2.3744116912938703e-17,SNV_2627
1.9589850440574887e-17,SNV_2633
1.3743262597614345e-17,SNV_2636
5.969400506559148e-17,SNV_2637
5.919593563053553e-18,SNV_2639
3.677438870002113e-17,SNV_2641
5.919593563053553e-18,SNV_2642
7.675207733554571e-17,SNV_2643
1.5851198550882625e-16,SNV_2646
5.919593563053553e-18,SNV_2648
1.904954929934505e-17,SNV_2649
7.358767474116695e-17,SNV_2650
1.541940266106831e-17,SNV_2652
5.919593563053553e-18,SNV_2654
5.919593563053553e-18,SNV_2656
5.919593563053553e-18,SNV_2657
5.919593563053553e-18,SNV_2660
7.777905846197725e-17,SNV_2662
5.843275315479512e-17,SNV_2664
5.919593563053553e-18,SNV_2665
2.0356216734493016e-17,SNV_2666
7.447706595322887e-17,SNV_2668
4.544560990310672e-16,SNV_2670
2.2788117809231567e-17,SNV_2671
5.919593563053553e-18,SNV_2674
4.205730341354415e-17,SNV_2675
7.598892215676551e-18,SNV_2677
5.919593563053553e-18,SNV_2678
9.504566627307855e-18,SNV_2679
5.919593563053553e-18,SNV_2680
9.654617852169464e-17,SNV_2681
7.550577687975737e-16,SNV_2682
9.498877345229164e-16,SNV_2683
5.919593563053553e-18,SNV_2684
5.919593563053553e-18,SNV_2685
2.2924693600170197e-17,SNV_2689
2.3263822762065913e-17,SNV_2690
5.919593563053553e-18,SNV_2691
2.363224238945213e-17,SNV_2692
2.0315041337961352e-17,SNV_2693
5.919593563053553e-18,SNV_2695
5.919593563053553e-18,SNV_2698
5.919593563053553e-18,SNV_2699
3.440774357293464e-16,SNV_2700
5.199380721311494e-17,SNV_2701
1.868459542902351e-13,SNV_2702
1.4281232776965232e-15,SNV_2703
2.1632835014092646e-16,SNV_2704
2.2813664455269655e-17,SNV_2705
5.919593563053553e-18,SNV_2706
1.8685116682511338e-17,SNV_2707
2.0153617041421628e-17,SNV_2709
2.0261585618055725e-17,SNV_2711
5.391233022120103e-17,SNV_2712
1.8294974630494987e-16,SNV_2713
2.994160618683669e-16,SNV_2714
1.5767122589933755e-16,SNV_2715
2.193130758713689e-17,SNV_2716
2.3916402090921247e-17,SNV_2717
5.517955900823145e-16,SNV_2718
1.7250428158319765e-17,SNV_2719
5.919593563053553e-18,SNV_2720
2.1335315683986308e-17,SNV_2721
2.2645356361672265e-17,SNV_2722
5.919593563053553e-18,SNV_2723
5.919593563053553e-18,SNV_2724
1.0730288152944851e-16,SNV_2725
5.956405830008184e-17,SNV_2726
1.7986244356110596e-16,SNV_2729
2.3411380202816797e-17,SNV_2730
1.0432651760238225e-15,SNV_2731
5.919593563053553e-18,SNV_2733
6.7051661735407185e-15,SNV_2734
5.919593563053553e-18,SNV_2735
2.750125066449336e-17,SNV_2736
3.450208054394611e-17,SNV_2737
1.9814341303121369e-16,SNV_2738
7.276496090392171e-18,SNV_2739
5.996291155656511e-17,SNV_2740
1.7613201450844696e-17,SNV_2742
5.919593563053553e-18,SNV_2743
5.919593563053553e-18,SNV_2744
4.604713035059936e-16,SNV_2745
5.919593563053553e-18,SNV_2749
7.479061372750077e-17,SNV_2750
2.3907478466473025e-17,SNV_2751
3.6605363143047635e-15,SNV_2752
1.0995783839007345e-07,SNV_2753
5.919593563053553e-18,SNV_2754
6.705268982164691e-17,SNV_2756
2.170544956047398e-16,SNV_2757
1.9082912802171764e-17,SNV_2760
2.3754330939142508e-17,SNV_2761
2.0344343053108185e-16,SNV_2762
5.919593563053553e-18,SNV_2763
2.2382923981742507e-15,SNV_2765
5.919593563053553e-18,SNV_2766
5.919593563053553e-18,SNV_2767
5.919593563053553e-18,SNV_2768
6.833032652601672e-17,SNV_2770
1.7391928982625536e-16,SNV_2771
5.919593563053553e-18,SNV_2773
2.194574188882594e-17,SNV_2774
1.404648633066097e-17,SNV_2775
5.919593563053553e-18,SNV_2776
2.3911551503809236e-17,SNV_2777
8.975047289054279e-17,SNV_2778
5.919593563053553e-18,SNV_2780
5.170328152965162e-17,SNV_2781
1.760914264101502e-16,SNV_2782
6.122667206131388e-14,SNV_2783
7.285704926715601e-17,SNV_2784
5.919593563053553e-18,SNV_2786
5.919593563053553e-18,SNV_2788
1.7513533797093692e-16,SNV_2790
7.426796792926526e-17,SNV_2791
4.342055529654666e-16,SNV_2793
5.919593563053553e-18,SNV_2794
2.2860932202448895e-15,SNV_2795
3.552880967807584e-15,SNV_2796
2.051289731565587e-16,SNV_2798
1.8457259856616256e-17,SNV_2799
5.919593563053553e-18,SNV_2800
4.6385205022650194e-17,SNV_2801
5.919593563053553e-18,SNV_2802
4.706131598557144e-17,SNV_2803
1.7723754139712408e-17,SNV_2806
5.919593563053553e-18,SNV_2807
4.987232716993284e-17,SNV_2808
5.919593563053553e-18,SNV_2810
2.2661244185133694e-16,SNV_2811
1.6664924905336355e-17,SNV_2812
5.919593563053553e-18,SNV_2814
1.6658947698230047e-17,SNV_2816
7.38302702712165e-17,SNV_2821
2.3590471422879428e-17,SNV_2823
5.919593563053553e-18,SNV_2824
5.919593563053553e-18,SNV_2827
7.285122591564364e-17,SNV_2828
6.178003959234507e-18,SNV_2829
7.397549009955631e-17,SNV_2830
1.1669791110009708e-13,SNV_2831
5.919593563053553e-18,SNV_2832
5.919593563053553e-18,SNV_2833
2.2457654191432957e-17,SNV_2834
6.125817491068816e-14,SNV_2835
8.522457406456851e-09,SNV_2836
2.381106725735752e-17,SNV_2840
5.919593563053553e-18,SNV_2841
7.321686621617168e-18,SNV_2842
5.919593563053553e-18,SNV_2843
3.414101951528916e-17,SNV_2844
5.919593563053553e-18,SNV_2845
2.916814523246103e-08,SNV_2853
5.919593563053553e-18,SNV_2856
3.253850597097793e-16,SNV_2857
2.1382921913472205e-16,SNV_2858
2.0610197578493748e-17,SNV_2859
5.919593563053553e-18,SNV_2860
5.919593563053553e-18,SNV_2862
5.919593563053553e-18,SNV_2864
5.919593563053553e-18,SNV_2865
5.919593563053553e-18,SNV_2866
2.285203736388599e-17,SNV_2867
2.932142918223024e-13,SNV_2869
2.205473894874646e-14,SNV_2870
5.919593563053553e-18,SNV_2871
8.008889083936012e-17,SNV_2874
8.110361645783607e-15,SNV_2876
5.919593563053553e-18,SNV_2878
5.919593563053553e-18,SNV_2879
7.120573206670415e-17,SNV_2880
5.919593563053553e-18,SNV_2881
1.0922063856828738e-17,SNV_2882
2.3870649076879714e-17,SNV_2884
5.919593563053553e-18,SNV_2885
5.919593563053553e-18,SNV_2886
1.9891916947944552e-17,SNV_2887
7.754781846737682e-17,SNV_2888
